# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-s" "2" "-a" "/mnt/pv_compute/yifan/ref_genome/mm10.ncbiRefSeq.gtf" "-o" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/counts/S2_STAR2_practice_featurecounts.txt" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam" 
Geneid	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam
Gata5	0	0	0	0	0	0	0	0	0	0	1	0
Gm29943	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp8nl	0	0	0	0	0	0	0	0	0	0	0	0
Cables2	205	136	152	99	245	261	184	143	305	209	217	191
Mir3091	0	0	0	0	0	0	0	0	0	0	0	0
Rps21	1424	1262	1284	1229	1912	1701	1369	1309	2096	2000	1440	1743
Gm52542	0	0	0	2	0	0	0	0	0	0	0	0
Mir7005	0	0	0	0	0	0	0	0	0	0	0	0
Lama5	5	5	6	4	6	3	4	5	2	1	1	3
Adrm1	390	301	297	195	476	614	471	331	577	611	494	408
Gm29886	10	4	4	2	14	8	1	5	5	4	4	5
Osbpl2	349	308	283	230	295	293	189	233	453	325	353	301
Gm46782	0	0	0	0	0	0	0	0	0	0	0	0
Hrh3	0	0	0	1	0	0	0	0	0	0	0	0
Mtg2	132	125	149	87	102	133	112	86	191	185	123	90
Ss18l1	52	46	45	35	89	57	62	48	47	57	49	36
Psma7	709	642	620	494	1054	1107	884	653	1088	1094	888	847
Lsm14b	246	176	169	132	159	101	56	161	270	292	184	169
4921531C22Rik	23	23	16	14	26	32	14	14	31	41	22	28
Taf4	565	556	525	398	612	567	366	435	738	692	536	480
Gm36066	0	0	0	0	0	0	0	0	0	0	0	0
Gm52541	0	0	0	0	0	0	0	0	0	0	0	0
Cdh4	0	0	1	0	0	0	0	0	0	0	0	0
Gm36004	0	0	0	0	0	0	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm14294	0	0	0	0	0	0	0	0	0	0	0	0
Gm14292	2	0	6	3	7	6	10	7	1	0	1	2
Gm35948	0	0	0	0	0	0	0	0	0	0	0	0
Gm14314	0	0	0	0	0	0	0	0	0	0	0	0
Gm35888	0	0	0	0	0	0	0	0	0	0	0	0
Gm35815	0	0	0	0	0	0	0	0	0	0	0	0
Gm35695	0	0	0	0	0	0	0	0	0	0	0	0
Gm40031	0	0	0	0	0	0	0	0	0	0	0	0
Gm35582	0	0	0	0	0	0	0	0	0	0	0	1
Cdh26	3	0	0	0	0	0	0	0	0	1	0	0
Gm35532	1	0	0	0	0	0	1	1	1	0	1	0
Fam217b	739	638	555	423	640	691	526	477	822	739	547	514
Ppp1r3d	381	336	311	213	348	316	213	252	313	315	270	227
Gm18662	1	0	1	0	0	1	0	0	0	0	1	0
Sycp2	98	83	68	77	73	68	69	66	101	89	50	64
Phactr3	0	0	0	2	0	0	1	0	0	0	0	0
Gm35319	1	0	0	0	0	0	1	0	1	0	0	1
Zfp931	12	26	33	17	20	21	19	19	38	21	26	20
Zfp971	279	196	188	163	159	259	245	187	284	296	260	231
Gm40030	0	0	0	0	0	0	0	0	0	0	0	0
Gm14428	0	0	0	0	0	0	0	0	0	0	0	0
Gm14326	52	68	67	35	57	54	70	51	62	64	67	73
Zfp972	0	3	4	0	3	2	0	1	3	4	4	4
Gm14327	0	2	0	0	0	0	2	0	0	0	0	0
Rps8-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Gm14325	49	65	64	54	41	43	34	31	76	57	58	56
Gm14322	5	9	6	4	6	7	2	4	5	14	8	5
Gm14324	0	0	0	0	0	1	1	0	0	0	0	0
Gm52573	0	0	0	0	0	0	0	0	0	0	0	0
Gm14406	0	0	1	1	0	0	0	0	0	0	0	0
Gm14403	19	19	11	17	14	11	13	18	42	32	23	19
Zfp970	43	37	23	25	22	24	35	19	52	28	38	45
Gm14414	0	0	0	0	0	0	0	0	0	0	0	0
Gm14404	0	0	0	0	0	0	0	0	0	0	0	0
Gm14418	1	1	0	2	0	2	3	2	1	5	5	2
Gm41986	0	0	0	0	0	0	0	0	0	0	0	0
Gm41987	0	0	0	0	0	0	0	0	0	0	0	0
Gm52574	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489547	0	0	0	0	0	0	0	0	0	0	0	0
Gm14412	0	2	2	0	0	2	2	2	1	2	3	1
Gm14400	2	0	1	1	0	0	1	1	1	1	0	0
Gm14410	20	19	19	12	15	6	26	5	25	7	18	20
Gm14413	0	0	0	0	0	0	0	0	0	0	0	1
LOC115489433	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489545	0	0	0	0	0	0	0	0	0	0	0	0
Gm14411	4	7	2	3	2	1	8	6	1	2	3	2
Gm14401	0	0	0	1	0	0	0	0	0	0	0	0
Gm14407	0	0	0	0	0	0	0	0	1	1	0	0
Gm14421	0	0	0	1	0	0	0	0	0	0	0	0
Gm14419	0	0	0	0	0	0	0	0	1	0	0	1
Gm14417	0	0	0	0	0	0	0	0	0	0	0	0
Gm17961	0	0	0	0	0	0	0	0	0	0	0	0
Gm14296	0	0	0	0	0	0	0	0	0	1	0	0
Gm14405	0	0	0	0	0	0	0	0	0	0	0	0
Gm14408	0	0	0	0	0	0	0	0	0	0	0	0
Gm14295	19	33	24	18	20	20	17	15	34	22	38	29
Gm14390	0	0	0	0	0	0	0	0	0	0	0	0
Gm14305	5	8	12	2	0	2	2	4	6	3	7	3
Zfp973	0	0	0	0	0	0	0	0	0	0	0	0
Gm14308	0	0	0	0	0	0	0	0	0	0	0	0
Zfp967	0	0	0	0	0	0	0	0	0	0	0	0
Gm14434	0	0	0	0	0	0	0	0	0	0	0	0
Zfp968-ps	0	0	0	0	0	0	0	0	0	0	0	0
Gm11009	0	0	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	0	0	0	0	0	0	0	0	0	0	1	0
Gm42249	0	0	0	0	0	0	0	0	0	0	0	0
Gm2004	0	0	0	0	0	0	0	0	0	0	0	0
Gm36391	0	0	0	0	0	0	0	0	0	0	0	0
Gm16357	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489432	0	0	0	0	0	0	0	0	0	0	0	0
Gm2026	0	0	0	0	0	0	0	0	0	0	0	0
Zfp966	0	0	0	0	0	0	0	0	0	0	0	0
Gm42247	0	0	0	0	0	0	0	0	0	0	0	0
Gm6710	8	8	4	7	3	7	4	4	5	7	10	6
Gm2020	0	0	0	0	0	0	0	0	0	0	0	0
Rps8-ps2	0	1	0	0	0	0	0	1	0	1	0	0
Gm14288	0	0	0	0	0	0	0	0	0	0	0	0
Gm2007	0	0	0	0	0	0	0	0	0	0	0	0
Zfp965	0	0	0	0	0	0	0	0	0	0	0	0
Gm4724	0	1	0	0	1	0	0	0	0	0	0	0
Zfp968	0	0	0	0	0	0	0	0	0	0	0	0
Gm4631	0	0	0	0	0	0	0	0	0	0	0	0
Gm14440	0	0	0	1	0	0	0	0	0	0	0	0
Gm14438	0	0	0	0	1	0	1	0	1	0	0	0
Gm14391	1	0	0	0	0	0	0	0	0	0	0	0
Gm14439	0	0	0	1	2	1	0	0	0	0	0	0
Gm14393	29	32	22	21	21	18	27	10	38	44	22	33
LOC115489542	0	1	1	0	2	0	0	0	0	0	0	0
Gm14444	0	0	0	0	0	0	0	0	0	1	0	1
Gm52571	0	0	0	0	0	0	0	0	0	0	0	0
Gm30591	0	0	0	0	0	0	0	0	0	0	0	0
Gm40017	0	0	0	0	0	0	0	0	0	0	0	0
Gm52572	0	0	0	0	0	0	0	0	0	0	0	0
Gm30537	0	0	0	0	0	0	0	0	0	0	0	0
Gm14616	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489499	0	0	0	0	0	0	0	0	0	0	0	0
Edn3	0	0	0	1	0	0	0	0	0	0	1	0
Gm46781	0	0	0	0	0	0	0	0	0	0	0	0
Zfp831	14	12	18	14	2	2	3	10	0	1	9	2
Vmn1r-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Gm52540	0	0	0	0	1	0	0	0	0	0	0	0
Gm38546	0	0	0	0	0	2	0	0	0	0	0	0
Prelid3b	359	315	325	298	578	719	588	428	841	814	668	683
Atp5e	763	644	617	561	866	746	627	552	1363	1259	969	991
Tubb1	0	0	2	1	0	4	0	0	0	2	1	0
Rpl30-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Ctsz	6938	6190	5595	4548	8858	9636	8046	6089	13213	12585	9015	8322
Nelfcd	400	307	307	236	448	476	307	287	579	463	511	445
Gm30189	23	18	26	20	14	20	17	9	31	33	16	43
Gnas	4577	4100	3785	2975	5598	5341	4583	3718	6035	4551	4662	4076
Gnasas1	0	0	1	0	0	0	0	0	1	0	0	0
Mir298	0	0	0	0	0	0	0	0	0	0	0	0
Mir296	0	0	0	0	0	0	0	0	0	0	0	0
Gm10714	0	0	0	0	0	0	0	1	0	0	0	0
Npepl1	821	680	676	530	924	911	730	648	1053	914	836	717
Stx16	706	633	628	485	612	541	466	462	793	684	584	602
Vamp7-ps	0	0	0	0	0	0	0	0	0	0	0	0
Gm30143	0	0	0	0	0	0	0	0	0	0	0	0
Atp5k-ps2	0	0	0	0	0	0	0	0	1	0	0	1
Gm30017	0	0	0	0	0	0	0	0	0	0	0	0
Gm14371	1	0	0	1	5	3	1	1	1	1	4	2
Gm18917	1	1	0	0	2	0	3	1	0	2	0	0
Vapb	1220	1010	917	755	1305	1315	1050	933	1693	1566	1282	1230
1700010B08Rik	0	0	0	0	0	0	1	0	0	0	0	0
Mir6340	19	22	41	18	51	54	34	33	33	29	38	40
Rab22a	308	304	278	223	496	507	380	317	454	386	351	313
Ppp4r1l-ps	57	63	45	51	88	90	60	42	100	60	67	63
Ankrd60	0	0	0	0	2	1	0	1	1	0	0	1
1700021F07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm14642	0	0	0	0	0	0	0	0	0	0	0	0
Gm29859	0	0	0	0	0	0	0	0	0	0	0	0
Gm52539	0	0	0	0	0	0	0	0	0	0	0	0
Gm36911	0	0	0	0	0	0	0	0	1	0	0	0
Gm36859	0	0	0	0	0	0	0	0	0	0	0	0
Gm46780	0	0	0	0	0	0	0	0	0	0	0	0
Pmepa1	559	740	596	419	694	804	528	390	1016	853	900	836
Zbp1	89	66	51	74	106	83	104	54	150	119	81	86
Pck1	0	0	0	0	0	0	0	0	0	0	0	0
Gm36749	0	0	0	0	0	0	0	0	0	0	0	0
Gm36691	0	0	0	0	0	0	0	0	0	0	0	0
Ctcflos	0	0	0	0	0	0	0	0	0	0	0	1
Ctcfl	0	0	0	0	0	0	0	0	0	0	0	0
Gm40011	0	0	0	0	0	0	0	0	0	0	0	0
Gm36417	0	0	1	1	0	0	0	0	0	0	0	0
Gm36462	0	0	0	0	1	0	0	0	0	0	0	0
Gm36337	0	0	0	0	0	0	0	0	0	0	0	0
Rbm38	26	23	21	15	18	13	13	18	31	30	25	19
Rae1	263	237	244	173	375	389	376	260	413	340	305	276
Spo11	0	0	0	1	0	0	0	0	0	0	0	1
Gm52538	0	0	0	0	0	0	0	0	0	0	0	0
Gm40010	0	0	0	0	0	0	0	0	0	0	0	0
Bmp7	0	0	0	0	0	0	0	0	0	0	0	0
1700055K11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm36254	0	0	0	0	0	0	0	0	0	0	0	0
Gm36156	0	0	0	0	0	0	0	0	0	0	0	0
Gm36038	0	0	0	0	0	1	0	0	0	0	0	0
Gm35982	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2c	0	0	0	0	0	0	0	0	0	0	0	0
Gm35864	0	0	0	0	0	0	0	0	0	0	0	0
Gm14303	20	10	14	17	12	14	10	19	32	22	27	18
Gm40009	0	0	0	0	0	0	0	0	0	0	0	0
Fam209	11	10	9	12	48	33	17	24	4	7	5	9
Gcnt7	11	6	7	8	24	37	21	8	2	9	2	3
Rtf2	1184	1091	1033	787	2432	2432	2055	1570	1528	1236	1175	1127
Cass4	2	6	5	3	18	4	10	10	0	4	3	4
Cstf1	295	246	195	164	285	352	318	177	401	372	372	268
Aurka	97	68	75	66	71	94	87	80	609	590	490	312
Fam210b	91	98	88	69	106	145	114	100	111	72	107	88
Gm14273	0	0	0	0	0	0	0	0	0	0	0	0
Gm14275	0	0	0	0	0	0	0	0	0	0	0	0
Gm40008	0	0	0	0	0	0	0	0	0	0	0	0
Gm40007	0	1	0	0	0	0	0	0	0	0	0	0
Mc3r	0	0	0	0	0	0	0	0	0	0	0	0
Gm35719	0	0	0	0	0	0	0	0	0	0	0	0
Gm40006	0	0	0	0	0	0	0	0	0	0	0	0
Gm14274	0	0	0	0	0	0	0	1	0	0	0	0
Cbln4	0	0	0	1	0	0	0	0	0	0	0	0
Gm40005	0	0	0	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm35580	0	0	0	0	0	0	0	0	0	0	0	0
Gm35529	0	0	0	0	0	0	0	0	0	0	0	0
Gm35481	0	0	0	0	0	0	0	0	0	0	0	0
Gm35434	0	0	0	0	0	0	0	0	0	0	0	0
Gm26489	0	0	0	0	0	0	0	0	0	0	0	0
Gm46779	0	0	0	0	0	0	0	0	0	0	0	0
Gm14263	0	0	0	0	0	0	0	0	0	0	0	0
Gm35033	0	0	0	0	0	0	0	0	0	0	0	0
Dok5	0	0	0	1	0	0	0	0	0	0	0	0
Gm34981	0	0	0	0	0	0	0	0	0	0	0	0
Gm40003	0	0	0	0	0	0	0	0	0	0	0	0
Gm40002	0	0	0	0	0	0	0	0	0	0	0	0
Gm52537	0	0	0	0	0	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm14637	0	0	0	0	0	0	0	0	0	0	0	0
Gm40001	0	0	0	0	0	0	0	0	0	0	0	0
Gm16796	6	0	7	1	10	15	13	7	16	11	11	16
Pfdn4	106	96	77	63	123	114	104	71	169	156	156	161
Cyp24a1	0	0	0	0	0	0	0	0	0	0	0	0
Gm40000	0	0	0	0	0	0	0	0	0	0	0	0
Gm34608	0	0	0	0	0	0	0	0	0	0	0	0
Gm14269	1	0	2	2	2	1	3	1	2	1	3	0
Bcas1os2	0	0	1	0	0	0	0	0	0	0	0	0
Bcas1	61	43	52	50	22	21	24	27	75	64	30	48
Gm39999	0	0	0	0	0	0	1	0	0	1	0	1
Gm34542	0	0	0	0	0	0	0	0	1	0	1	0
Gm14270	0	0	6	1	2	2	3	3	4	4	2	6
Gm17619	1	0	0	1	1	0	0	0	1	0	0	1
Gm34403	1	0	1	1	0	0	0	0	1	1	1	4
Zfp217	1446	1212	1045	852	637	725	582	514	1246	950	1047	854
A630075F10Rik	0	0	0	0	0	0	0	0	0	0	0	0
AY702102	0	0	0	0	0	0	0	0	0	0	0	0
Gm34344	0	0	0	0	0	0	0	0	0	0	0	0
Tshz2	0	0	1	2	0	0	1	1	0	1	0	0
Gm34294	0	0	0	0	0	0	0	0	0	0	0	0
Gm14249	0	0	0	0	0	0	0	0	0	0	0	0
Gm34112	0	0	0	0	0	0	0	0	0	0	0	0
4930529I22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm14250	0	0	0	0	0	0	0	0	0	0	0	0
Gm39994	0	0	0	0	0	0	0	0	0	0	0	0
Gm46788	0	0	0	0	0	0	0	0	0	0	0	0
Gm33806	0	0	0	0	0	0	0	0	0	0	0	0
9430093N23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm52536	0	0	0	0	0	0	0	0	0	0	0	0
Gm4721	1	0	0	1	2	1	0	0	0	2	1	0
Gm33622	1	8	2	1	8	7	1	0	3	0	0	1
1700017J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm39993	0	0	0	0	0	0	0	0	0	0	0	0
Zfp64	174	147	125	115	275	309	234	156	221	201	175	143
Gm25214	0	0	0	0	0	0	0	0	0	0	0	0
Gm14261	0	0	0	0	0	0	0	0	0	0	0	0
Sall4	0	0	0	0	0	0	0	0	0	0	0	0
Mir7004	0	0	0	0	0	0	0	0	0	0	0	0
Atp9a	11	9	2	14	5	20	13	16	16	21	12	4
Gm52535	0	0	0	0	0	0	0	0	0	0	0	0
Nfatc2	32	37	19	15	29	19	30	30	15	28	24	14
Gm33413	0	0	0	0	0	0	0	0	0	0	0	0
Gm14234	0	0	0	0	0	0	0	0	0	0	0	0
Gm33359	0	0	0	0	0	0	0	0	0	0	0	0
Gm39992	0	0	0	0	0	0	0	0	0	0	0	0
Gm22704	0	0	0	0	0	0	0	0	0	0	0	0
Gm33262	0	0	0	0	0	0	0	0	0	0	0	0
Kcng1	0	0	3	2	0	0	2	0	0	0	0	0
Gm14237	0	0	0	0	0	0	0	0	0	0	0	0
Mocs3	65	96	80	40	97	117	96	61	85	87	88	67
Dpm1	7	22	8	8	18	15	19	11	16	17	14	12
Adnp	33	22	22	14	48	34	26	18	45	33	13	6
Gm20716	0	0	0	0	0	0	0	0	0	0	0	0
Gm33185	0	0	0	0	0	0	0	0	0	0	0	0
E130018N17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm39991	0	0	0	0	0	0	0	0	0	0	0	0
Gm46787	0	0	0	0	0	0	0	1	0	0	0	0
Pard6b	12	14	8	8	6	13	20	5	28	25	26	20
Gm39990	1	0	0	1	0	0	1	0	0	0	0	0
Gm33108	0	0	0	0	0	0	0	0	0	0	0	0
Ripor3	3	2	0	1	13	7	10	4	1	0	0	0
Ptpn1	3157	2916	2855	1992	7161	9724	8447	3819	5205	4985	3974	3751
Gm32928	0	0	0	0	1	0	0	0	0	0	0	0
Gm33033	1	0	0	0	0	0	0	0	0	0	0	0
Gm32845	1	0	0	0	0	0	0	0	0	0	0	0
Gm32800	0	0	0	0	0	0	0	0	0	0	0	0
Gm32747	0	0	0	0	0	0	0	0	0	0	0	0
Gm32685	0	0	0	0	2	0	0	0	0	0	0	0
Gm32600	0	0	0	0	2	3	1	0	1	0	0	0
Gm32513	0	1	0	0	1	0	0	0	0	0	0	0
Gm14321	20	18	25	9	9	23	9	8	22	27	22	23
Gm32287	487	409	421	299	508	471	359	325	410	285	393	419
Gm52570	2	8	0	7	2	3	5	1	3	3	3	2
Gm38464	13	2	0	3	3	5	4	1	4	1	1	1
A530013C23Rik	17	19	27	6	38	36	38	27	17	23	18	24
Cebpb	6920	5475	5262	4439	13013	13534	8752	5981	10036	9043	5521	5652
Gm14320	1	1	4	2	1	2	4	1	1	4	0	1
Tmem189	1093	1014	861	746	2194	2101	1588	1321	1335	1352	887	855
Gm31852	19	15	11	8	28	37	18	30	19	12	6	15
Ube2v1	80	88	80	70	154	138	136	91	116	116	109	124
Gm11475	0	0	0	0	0	1	0	0	2	0	0	0
Gm31619	83	85	62	53	48	50	55	37	69	61	42	44
Gm11476	0	0	1	0	0	0	1	0	0	0	1	0
Snai1	1	0	3	1	6	7	10	1	2	1	1	1
Gm11474	0	0	0	0	3	2	0	2	0	0	0	0
Rnf114	659	635	554	481	663	663	549	513	731	558	480	416
Spata2	265	230	210	176	477	381	319	327	326	273	229	222
Slc9a8	426	401	336	261	662	795	687	383	643	539	538	510
B4galt5	2033	1871	1433	1174	2214	3986	3435	1373	2587	2966	1645	1715
Gm52569	0	0	0	0	0	0	0	0	0	0	0	0
Ptgis	2	0	1	0	1	3	0	0	0	1	1	0
1110018N20Rik	0	0	0	1	1	0	0	0	0	0	0	0
Gm52568	0	0	1	0	0	0	0	0	0	0	0	0
Kcnb1	0	1	3	1	1	3	3	3	7	6	4	4
Gm11471	0	0	0	0	0	0	0	0	0	0	0	0
Gm11472	0	0	0	0	1	0	0	0	0	0	0	0
Gm39984	0	0	0	0	0	0	0	0	0	0	0	0
Snord12	9	1	2	1	2	6	8	6	5	6	3	2
Gm23201	0	0	1	1	0	3	3	0	1	0	0	1
LOC115486178	0	0	0	0	0	2	4	0	0	2	3	0
Zfas1	97	86	100	72	72	56	51	67	90	73	60	78
Znfx1	1167	1073	997	766	1051	1404	1109	821	1587	1363	1128	1055
Ddx27	422	388	356	218	506	588	569	395	803	738	593	624
Gm11470	0	1	0	0	3	0	1	0	2	1	0	0
Stau1	797	614	619	495	798	742	604	617	905	815	688	666
Cse1l	460	512	427	343	520	571	432	451	1352	1341	1059	1045
Gm31204	48	44	36	35	55	73	46	42	92	111	81	107
Arfgef2	1159	1046	978	731	1296	1644	1141	854	1822	1850	1379	1389
Trp53rkb	22	12	14	11	23	31	16	10	28	34	22	22
Gm31117	0	0	0	0	0	0	1	0	0	0	0	0
Gm46777	7	4	2	2	10	1	4	2	3	5	4	3
Gm50596	29	9	26	19	9	11	16	12	7	7	14	15
Prex1	5378	4841	4496	3575	5624	4984	4451	4323	5417	4188	4558	4120
Gm29679	599	540	539	524	676	587	525	498	622	507	538	608
Gm14267	0	0	0	0	1	0	0	0	0	1	0	1
Gm30908	0	0	0	0	0	0	0	1	1	0	0	1
5031425F14Rik	10	19	16	10	19	24	10	5	16	20	12	16
Gm30796	0	0	0	0	0	0	0	0	0	0	0	0
Gm14268	0	0	0	0	0	0	0	0	0	0	0	0
Gm30733	0	0	0	0	2	0	2	0	0	0	0	0
Gm11468	0	0	0	0	0	0	0	0	0	0	0	0
Gm30536	10	13	15	14	11	4	7	6	5	0	5	7
Gm30320	0	2	1	1	0	2	0	1	0	0	0	0
Gm52534	15	13	9	2	3	4	7	2	5	5	8	4
Sulf2	6835	6002	5652	4227	7095	5701	4414	4920	4847	3803	4322	4287
Ncoa3	1405	1146	1139	928	1030	1307	1034	893	1733	1617	1160	1144
LOC115489489	21	24	21	9	19	25	22	14	46	28	15	24
Platr29	0	0	0	0	0	0	0	1	0	0	0	0
Gm11462	0	0	0	0	0	0	0	0	0	0	0	0
1810021M19Rik	1	0	0	0	0	0	0	0	2	0	0	0
Gm11465	1	2	7	1	0	1	4	5	12	1	1	8
Zmynd8	1094	1178	969	753	823	810	758	857	1580	1401	1060	1072
Gm29993	0	0	0	0	0	0	0	0	0	0	0	0
Eya2	1	1	0	2	3	4	0	1	0	0	0	2
Slc2a10	0	0	0	1	1	0	2	0	0	0	0	0
Trp53rka	83	60	67	48	94	76	107	44	98	89	85	67
Gm14437	0	0	0	0	0	0	0	0	0	0	0	0
Slc13a3	11	13	8	12	14	8	4	15	11	7	5	5
Ocstamp	0	0	1	0	1	2	8	0	2	2	6	2
Zfp334	17	20	24	12	27	16	22	8	13	10	11	8
Gm29831	1	0	0	0	0	0	0	0	3	1	0	0
Zfp663	0	0	0	0	0	0	0	0	0	0	0	0
Elmo2	2083	1824	1748	1391	1973	2189	1724	1540	2650	2271	2327	2014
Slc35c2	1177	961	987	876	1195	1295	996	865	1575	1450	1358	1034
Gm25569	0	0	0	0	0	0	0	0	0	0	0	0
Gm36748	0	0	0	0	0	0	0	0	0	0	0	0
Gm36803	0	0	0	1	0	0	0	0	0	0	0	0
Cdh22	0	3	0	2	2	1	4	2	0	1	0	1
Gm36690	0	0	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cd40	3	9	7	5	9	10	5	5	7	5	2	5
Gm19133	3	4	2	1	6	4	11	10	1	5	7	7
Ncoa5	358	331	288	258	335	346	350	289	435	380	354	314
Slc12a5	3	0	2	9	2	1	13	2	2	2	2	5
Mmp9	1	9	3	3	0	0	2	1	2	2	4	1
Zfp335os	10	6	10	3	17	14	13	12	19	7	4	16
Zfp335	544	432	386	311	597	655	541	411	652	545	529	407
Gm46775	162	154	122	95	208	235	209	138	268	202	216	160
Pcif1	573	476	471	368	704	871	623	479	850	652	711	568
4930445K14Rik	106	79	85	63	142	141	116	91	136	98	114	95
Pltp	3063	2703	2325	2254	4322	4702	3679	3251	2658	1515	2338	2349
Ctsa	8371	7320	6974	5982	11285	11752	9602	7626	12483	11771	10173	8766
Neurl2	50	41	45	23	71	92	86	45	45	41	54	48
Spata25	2	1	1	2	7	4	3	6	0	2	0	3
Zswim1	98	77	75	42	112	121	125	77	123	112	87	95
Zswim3	52	67	34	39	26	28	42	17	78	72	65	47
Acot8	162	127	111	100	93	121	113	98	221	209	137	134
Snx21	106	78	79	49	90	67	62	77	135	95	66	68
Tnnc2	1	0	0	0	0	3	4	3	0	2	1	2
Ube2c	159	125	146	96	111	109	114	91	1017	971	799	534
Gm11457	113	115	71	67	181	138	146	106	134	134	126	123
Dnttip1	237	230	196	154	329	332	279	199	343	315	277	254
Wfdc3	0	1	2	0	0	0	1	0	2	2	0	0
Spint5	0	0	0	0	0	0	0	0	0	0	0	0
Spint4	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc13	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc11	0	0	0	0	2	0	1	0	0	0	0	0
Wfdc10	91	72	56	56	45	49	65	35	61	75	72	80
Wfdc9	64	47	18	44	40	45	35	29	35	52	51	50
